Name,X,Y
ctg7180000075608_Component#_1,-1.357338846,1.269648663
ctg7180000075682_Component#_1,-0.344267036,-1.428829224
ctg7180000076124_Component#_1,-1.657952757,0.882526759
ctg7180000076182_Component#_1,-1.041028702,1.376350782
ctg7180000077166_Component#_1,-1.633620689,0.946811969
ctg7180000087162_Component#_1,-1.118916565,1.409030198
ctg7180000087162_Component#_2,-1.284400962,1.343071505
ctg7180000087225_Component#_1,0.494758788,-0.684748221
ctg7180000087287_Component#_1,-1.140507098,0.440592883
ctg7180000087289_Component#_1,-1.260135075,1.415336503
ctg7180000087445_Component#_2,-1.401316265,0.405833471
ctg7180000087445_Component#_4,-1.631315269,0.533076304
ctg7180000087484_Component#_1,5.406534369,0.493444111
